product_id,product_name,category,start_date,usd_price
12,GPS AIS Drift Flux Vox,eletrônicos,2018-09-18,659.09
12,GPS AIS Drift Flux Vox,eletrônicos,2018-09-10,729.22
12,GPS AIS Drift Flux Vox,eletrônicos,2019-02-01,706.47
12,GPS AIS Drift Flux Vox,eletrônicos,2020-07-02,632.96
12,GPS AIS Drift Flux Vox,eletrônicos,2022-06-20,527.97
12,GPS AIS Drift Flux Vox,eletrônicos,2024-07-31,481.53
12,GPS AIS Drift Flux Vox,eletrônicos,2025-05-20,481.54
12,GPS AIS Drift Flux Vox,eletrônicos,2025-06-20,496.11
12,GPS AIS Drift Flux Vox,eletrônicos,2025-10-07,491.85
13,Radar Simrad Boost,eletrônicos,2017-03-22,2504.48
13,Radar Simrad Boost,eletrônicos,2018-08-01,2394.7
13,Radar Simrad Boost,eletrônicos,2019-02-19,2082.55
13,Radar Simrad Boost,eletrônicos,2019-12-12,1885.58
13,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
14,Rádio Furuno Zen Swift,eletrônicos,2016-10-11,10819.71
14,Rádio Furuno Zen Swift,eletrônicos,2017-05-05,11276.24
14,Rádio Furuno Zen Swift,eletrônicos,2020-10-01,8790.37
14,Rádio Furuno Zen Swift,eletrônicos,2021-12-08,6841.36
14,Rádio Furuno Zen Swift,eletrônicos,2023-02-17,6885.95
14,Rádio Furuno Zen Swift,eletrônicos,2023-03-24,6767.66
14,Rádio Furuno Zen Swift,eletrônicos,2024-03-05,7068.63
14,Rádio Furuno Zen Swift,eletrônicos,2024-05-31,6832.87
14,Rádio Furuno Zen Swift,eletrônicos,2025-02-24,6254.99
14,Rádio Furuno Zen Swift,eletrônicos,2025-02-09,6549.93
15,Radar Garmin Tidal Thrust,eletrônicos,2017-06-23,8369.26
15,Radar Garmin Tidal Thrust,eletrônicos,2019-05-17,6831.81
15,Radar Garmin Tidal Thrust,eletrônicos,2019-08-21,6931.96
15,Radar Garmin Tidal Thrust,eletrônicos,2020-01-17,6669.64
15,Radar Garmin Tidal Thrust,eletrônicos,2020-11-26,5244.81
15,Radar Garmin Tidal Thrust,eletrônicos,2022-06-12,5325.4
15,Radar Garmin Tidal Thrust,eletrônicos,2023-09-01,5267.98
15,Radar Garmin Tidal Thrust,eletrônicos,2024-09-25,5097.71
15,Radar Garmin Tidal Thrust,eletrônicos,2025-01-27,4707.55
16,Sonda Garmin Axis,eletrônicos,2016-04-13,8470.76
16,Sonda Garmin Axis,eletrônicos,2016-12-19,8884.87
16,Sonda Garmin Axis,eletrônicos,2018-02-19,9278.0
16,Sonda Garmin Axis,eletrônicos,2018-06-09,7238.38
16,Sonda Garmin Axis,eletrônicos,2018-10-31,8072.42
16,Sonda Garmin Axis,eletrônicos,2020-05-20,5267.72
16,Sonda Garmin Axis,eletrônicos,2020-07-27,5783.4
16,Sonda Garmin Axis,eletrônicos,2023-02-01,5615.94
16,Sonda Garmin Axis,eletrônicos,2023-12-27,6212.42
16,Sonda Garmin Axis,eletrônicos,2024-06-19,5491.48
16,Sonda Garmin Axis,eletrônicos,2025-10-01,4922.32
16,Sonda Garmin Axis,eletrônicos,2025-08-15,5564.7
17,Rádio AIS Oceanic Pulse,eletrônicos,2016-06-23,4187.31
17,Rádio AIS Oceanic Pulse,eletrônicos,2016-09-11,4352.84
17,Rádio AIS Oceanic Pulse,eletrônicos,2017-08-24,4471.23
17,Rádio AIS Oceanic Pulse,eletrônicos,2018-02-22,4307.43
17,Rádio AIS Oceanic Pulse,eletrônicos,2018-06-08,3773.05
17,Rádio AIS Oceanic Pulse,eletrônicos,2019-10-07,3724.7
17,Rádio AIS Oceanic Pulse,eletrônicos,2019-08-28,3378.52
17,Rádio AIS Oceanic Pulse,eletrônicos,2020-09-22,2584.32
17,Rádio AIS Oceanic Pulse,eletrônicos,2020-12-30,2701.79
17,Rádio AIS Oceanic Pulse,eletrônicos,2021-07-15,2753.03
17,Rádio AIS Oceanic Pulse,eletrônicos,2022-12-26,2706.74
17,Rádio AIS Oceanic Pulse,eletrônicos,2023-02-06,2833.14
18,Rádio Simrad Axis,eletrônicos,2016-02-15,6663.27
18,Rádio Simrad Axis,eletrônicos,2016-12-04,7506.34
18,Rádio Simrad Axis,eletrônicos,2016-04-27,7529.95
18,Rádio Simrad Axis,eletrônicos,2017-04-04,8509.99
18,Rádio Simrad Axis,eletrônicos,2018-02-01,8128.37
18,Rádio Simrad Axis,eletrônicos,2018-03-14,8156.56
18,Rádio Simrad Axis,eletrônicos,2019-03-25,6854.93
18,Rádio Simrad Axis,eletrônicos,2019-01-07,6958.51
18,Rádio Simrad Axis,eletrônicos,2019-02-10,6396.83
18,Rádio Simrad Axis,eletrônicos,2021-09-24,4973.41
18,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
18,Rádio Simrad Axis,eletrônicos,2023-07-19,5536.62
18,Rádio Simrad Axis,eletrônicos,2024-02-04,5265.1
18,Rádio Simrad Axis,eletrônicos,2025-05-02,4582.17
18,Rádio Simrad Axis,eletrônicos,2025-04-12,5018.78
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2016-03-17,4509.55
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2016-04-25,4633.27
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2016-05-25,4590.3
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2016-11-11,4780.88
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2017-04-09,5236.07
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2017-09-28,5156.86
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2021-05-25,3092.45
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2021-08-30,3163.35
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2023-08-28,3358.13
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,2025-12-02,2847.65
20,Radar AIS Marlin,eletrônicos,2016-04-07,9494.81
20,Radar AIS Marlin,eletrônicos,2020-01-23,7401.92
20,Radar AIS Marlin,eletrônicos,2021-04-10,5689.04
21,GPS AIS Nautic Thrust,eletrônicos,2016-02-19,2157.43
21,GPS AIS Nautic Thrust,eletrônicos,2017-04-09,2783.21
21,GPS AIS Nautic Thrust,eletrônicos,2018-04-25,2493.17
21,GPS AIS Nautic Thrust,eletrônicos,2019-02-26,2323.7
21,GPS AIS Nautic Thrust,eletrônicos,2019-10-06,2252.1
21,GPS AIS Nautic Thrust,eletrônicos,2019-10-29,2186.92
21,GPS AIS Nautic Thrust,eletrônicos,2019-01-11,2195.72
21,GPS AIS Nautic Thrust,eletrônicos,2020-04-23,1603.82
21,GPS AIS Nautic Thrust,eletrônicos,2021-10-18,1582.72
21,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
21,GPS AIS Nautic Thrust,eletrônicos,2024-04-30,1689.08
21,GPS AIS Nautic Thrust,eletrônicos,2024-09-08,1584.96
21,GPS AIS Nautic Thrust,eletrônicos,2025-08-26,1611.19
21,GPS AIS Nautic Thrust,eletrônicos,2025-11-13,1653.83
22,Transponder Furuno Force Ion,eletrônicos,2019-02-20,10635.91
22,Transponder Furuno Force Ion,eletrônicos,2020-06-05,6961.86
22,Transponder Furuno Force Ion,eletrônicos,2021-04-02,7319.1
22,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
22,Transponder Furuno Force Ion,eletrônicos,2025-03-17,6912.34
22,Transponder Furuno Force Ion,eletrônicos,2025-04-16,6709.44
22,Transponder Furuno Force Ion,eletrônicos,2025-07-23,7104.66
23,Piloto Automático Furuno Torque Peak,eletrônicos,2016-09-16,3387.67
23,Piloto Automático Furuno Torque Peak,eletrônicos,2016-10-25,3584.39
23,Piloto Automático Furuno Torque Peak,eletrônicos,2018-08-15,2856.94
23,Piloto Automático Furuno Torque Peak,eletrônicos,2018-12-28,2885.4
23,Piloto Automático Furuno Torque Peak,eletrônicos,2019-09-01,3027.39
23,Piloto Automático Furuno Torque Peak,eletrônicos,2022-01-14,2019.88
23,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
23,Piloto Automático Furuno Torque Peak,eletrônicos,2024-03-21,2244.66
24,GPS AIS Orca Marlin Velocity,eletrônicos,2018-05-30,6217.8
24,GPS AIS Orca Marlin Velocity,eletrônicos,2018-08-14,5986.75
24,GPS AIS Orca Marlin Velocity,eletrônicos,2019-02-25,6231.98
24,GPS AIS Orca Marlin Velocity,eletrônicos,2019-05-14,5839.87
24,GPS AIS Orca Marlin Velocity,eletrônicos,2019-12-16,5694.86
24,GPS AIS Orca Marlin Velocity,eletrônicos,2021-06-04,4129.65
24,GPS AIS Orca Marlin Velocity,eletrônicos,2024-07-29,4113.86
24,GPS AIS Orca Marlin Velocity,eletrônicos,2024-12-30,3752.15
24,GPS AIS Orca Marlin Velocity,eletrônicos,2025-05-16,4081.62
24,GPS AIS Orca Marlin Velocity,eletrônicos,2025-09-23,4378.72
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2018-01-10,3011.51
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2020-07-22,2372.85
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2022-04-03,2389.36
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2023-11-29,2478.48
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2024-03-22,2430.59
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2024-10-18,2139.99
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2025-07-01,1996.62
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2025-08-20,2216.09
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2025-10-15,2226.75
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2025-12-31,2204.09
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2017-06-14,5264.45
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2017-07-14,5419.11
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2018-04-23,5021.99
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2019-02-18,4632.32
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2022-03-14,3412.88
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2024-08-05,3396.78
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2024-05-17,3378.85
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2025-09-23,3257.47
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,2025-04-11,3210.1
27,GPS Garmin Vortex Maré Drift,eletrônicos,2016-08-07,5009.24
27,GPS Garmin Vortex Maré Drift,eletrônicos,2017-06-26,4985.04
27,GPS Garmin Vortex Maré Drift,eletrônicos,2018-07-03,5110.01
27,GPS Garmin Vortex Maré Drift,eletrônicos,2019-05-29,4132.1
27,GPS Garmin Vortex Maré Drift,eletrônicos,2019-08-21,4102.43
27,GPS Garmin Vortex Maré Drift,eletrônicos,2020-10-06,3377.4
27,GPS Garmin Vortex Maré Drift,eletrônicos,2020-06-25,3098.94
27,GPS Garmin Vortex Maré Drift,eletrônicos,2021-01-21,3105.99
27,GPS Garmin Vortex Maré Drift,eletrônicos,2021-08-06,3270.7
27,GPS Garmin Vortex Maré Drift,eletrônicos,2021-06-18,3282.07
27,GPS Garmin Vortex Maré Drift,eletrônicos,2022-12-07,3051.23
27,GPS Garmin Vortex Maré Drift,eletrônicos,2025-05-26,2916.55
27,GPS Garmin Vortex Maré Drift,eletrônicos,2025-08-07,3026.01
28,Piloto Automático AIS Core,eletrônicos,2018-06-18,3798.53
28,Piloto Automático AIS Core,eletrônicos,2019-08-30,3445.84
28,Piloto Automático AIS Core,eletrônicos,2019-11-09,3509.8
28,Piloto Automático AIS Core,eletrônicos,2019-03-12,3394.73
28,Piloto Automático AIS Core,eletrônicos,2020-01-29,3394.33
28,Piloto Automático AIS Core,eletrônicos,2020-08-14,2648.03
28,Piloto Automático AIS Core,eletrônicos,2020-02-09,2653.5
28,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
28,Piloto Automático AIS Core,eletrônicos,2023-11-21,2921.84
28,Piloto Automático AIS Core,eletrônicos,2024-05-14,2776.74
28,Piloto Automático AIS Core,eletrônicos,2025-08-26,2630.15
29,Rádio Simrad Orca,eletrônicos,2017-04-18,11795.79
29,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
29,Rádio Simrad Orca,eletrônicos,2025-11-08,6703.2
30,Transponder AIS Boost,eletrônicos,2018-05-15,8775.65
30,Transponder AIS Boost,eletrônicos,2020-05-19,5636.75
30,Transponder AIS Boost,eletrônicos,2023-04-09,6558.44
31,Transponder Furuno Pulse Axis,eletrônicos,2016-01-15,2050.48
31,Transponder Furuno Pulse Axis,eletrônicos,2016-10-06,2418.07
31,Transponder Furuno Pulse Axis,eletrônicos,2023-07-18,1724.43
31,Transponder Furuno Pulse Axis,eletrônicos,2023-09-22,1686.13
31,Transponder Furuno Pulse Axis,eletrônicos,2024-03-07,1482.91
31,Transponder Furuno Pulse Axis,eletrônicos,2025-07-28,1482.54
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2016-08-01,3106.66
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2020-03-11,2197.69
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2021-02-03,2199.67
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2022-05-25,2585.66
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2023-12-06,2560.62
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2024-11-01,2562.61
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2024-05-23,2430.64
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2024-07-23,2240.54
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2024-07-10,2288.99
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2025-08-05,2199.05
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2025-09-05,2212.63
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2025-08-28,2310.61
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,2018-09-20,1638.35
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-08-26,1206.27
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-10-09,1268.8
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,2024-10-04,1325.97
34,Transponder AIS Helix Torque,eletrônicos,2016-02-12,1419.45
34,Transponder AIS Helix Torque,eletrônicos,2018-04-05,1392.99
34,Transponder AIS Helix Torque,eletrônicos,2021-05-14,933.21
34,Transponder AIS Helix Torque,eletrônicos,2021-02-08,957.22
34,Transponder AIS Helix Torque,eletrônicos,2022-09-08,960.12
34,Transponder AIS Helix Torque,eletrônicos,2023-02-08,1022.84
34,Transponder AIS Helix Torque,eletrônicos,2024-04-25,951.66
35,Radar Furuno Swift,eletrônicos,2019-08-28,2648.55
35,Radar Furuno Swift,eletrônicos,2020-02-13,2536.83
35,Radar Furuno Swift,eletrônicos,2020-02-21,2505.93
35,Radar Furuno Swift,eletrônicos,2020-04-29,2027.36
35,Radar Furuno Swift,eletrônicos,2022-09-03,2197.24
35,Radar Furuno Swift,eletrônicos,2022-07-04,2321.06
35,Radar Furuno Swift,eletrônicos,2022-05-05,2199.13
35,Radar Furuno Swift,eletrônicos,2023-02-15,2106.85
35,Radar Furuno Swift,eletrônicos,2025-09-30,2069.49
36,Radar Lowrance Aqua Pulse,eletrônicos,2016-07-20,6952.99
36,Radar Lowrance Aqua Pulse,eletrônicos,2017-10-24,6961.99
36,Radar Lowrance Aqua Pulse,eletrônicos,2019-04-25,5690.32
36,Radar Lowrance Aqua Pulse,eletrônicos,2020-01-17,5403.02
36,Radar Lowrance Aqua Pulse,eletrônicos,2020-07-17,4224.24
36,Radar Lowrance Aqua Pulse,eletrônicos,2020-11-26,4248.78
36,Radar Lowrance Aqua Pulse,eletrônicos,2021-12-03,4062.51
36,Radar Lowrance Aqua Pulse,eletrônicos,2021-03-19,4103.67
36,Radar Lowrance Aqua Pulse,eletrônicos,2021-06-05,4273.2
36,Radar Lowrance Aqua Pulse,eletrônicos,2022-10-05,4398.53
36,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
36,Radar Lowrance Aqua Pulse,eletrônicos,2023-02-06,4561.15
36,Radar Lowrance Aqua Pulse,eletrônicos,2023-06-22,4733.87
36,Radar Lowrance Aqua Pulse,eletrônicos,2023-11-10,4476.41
36,Radar Lowrance Aqua Pulse,eletrônicos,2025-10-07,4077.69
37,GPS Lowrance Evo Storm Drift,eletrônicos,2016-06-13,1757.38
37,GPS Lowrance Evo Storm Drift,eletrônicos,2019-12-06,1578.86
37,GPS Lowrance Evo Storm Drift,eletrônicos,2020-02-03,1350.18
37,GPS Lowrance Evo Storm Drift,eletrônicos,2021-07-19,1167.5
37,GPS Lowrance Evo Storm Drift,eletrônicos,2021-03-09,1174.12
37,GPS Lowrance Evo Storm Drift,eletrônicos,2022-06-15,1187.12
37,GPS Lowrance Evo Storm Drift,eletrônicos,2022-09-28,1132.29
37,GPS Lowrance Evo Storm Drift,eletrônicos,2023-09-03,1181.71
37,GPS Lowrance Evo Storm Drift,eletrônicos,2023-10-30,1211.89
37,GPS Lowrance Evo Storm Drift,eletrônicos,2024-11-12,1006.02
37,GPS Lowrance Evo Storm Drift,eletrônicos,2025-10-01,995.38
37,GPS Lowrance Evo Storm Drift,eletrônicos,2025-06-20,1104.2
38,Rádio AIS Force,eletrônicos,2018-01-16,8214.43
38,Rádio AIS Force,eletrônicos,2018-03-29,7962.55
38,Rádio AIS Force,eletrônicos,2020-08-21,4720.31
38,Rádio AIS Force,eletrônicos,2020-08-25,4725.96
38,Rádio AIS Force,eletrônicos,2022-10-21,5097.21
38,Rádio AIS Force,eletrônicos,2023-07-27,5606.65
38,Rádio AIS Force,eletrônicos,2023-08-30,5439.42
38,Rádio AIS Force,eletrônicos,2024-08-20,4851.61
39,GPS Furuno Vector,eletrônicos,2016-04-19,8339.76
39,GPS Furuno Vector,eletrônicos,2020-08-06,6007.67
39,GPS Furuno Vector,eletrônicos,2020-10-16,5270.87
40,Sonda Furuno Maré Tidal,eletrônicos,2017-02-22,4602.52
40,Sonda Furuno Maré Tidal,eletrônicos,2018-07-26,3809.13
40,Sonda Furuno Maré Tidal,eletrônicos,2018-02-08,3768.44
40,Sonda Furuno Maré Tidal,eletrônicos,2019-06-13,3691.55
40,Sonda Furuno Maré Tidal,eletrônicos,2019-07-30,3743.08
40,Sonda Furuno Maré Tidal,eletrônicos,2020-07-05,2430.48
40,Sonda Furuno Maré Tidal,eletrônicos,2020-12-29,2731.06
40,Sonda Furuno Maré Tidal,eletrônicos,2022-02-06,2962.85
40,Sonda Furuno Maré Tidal,eletrônicos,2022-12-23,2757.45
40,Sonda Furuno Maré Tidal,eletrônicos,2023-01-08,2970.73
40,Sonda Furuno Maré Tidal,eletrônicos,2024-01-19,2881.94
40,Sonda Furuno Maré Tidal,eletrônicos,2024-04-03,2867.26
41,GPS Simrad Flow Pulse,eletrônicos,2017-06-12,3276.86
41,GPS Simrad Flow Pulse,eletrônicos,2020-08-10,1886.32
41,GPS Simrad Flow Pulse,eletrônicos,2023-06-01,2005.71
41,GPS Simrad Flow Pulse,eletrônicos,2024-07-22,1906.75
41,GPS Simrad Flow Pulse,eletrônicos,2024-01-10,1944.42
41,GPS Simrad Flow Pulse,eletrônicos,2024-12-12,1784.45
41,GPS Simrad Flow Pulse,eletrônicos,2025-01-23,1784.72
42,Transponder Lowrance Axis,eletrônicos,2017-10-04,1908.37
42,Transponder Lowrance Axis,eletrônicos,2017-06-06,1826.47
42,Transponder Lowrance Axis,eletrônicos,2022-05-27,1263.57
43,Sonda AIS Barracuda,eletrônicos,2018-06-02,10763.6
43,Sonda AIS Barracuda,eletrônicos,2021-02-17,6483.57
43,Sonda AIS Barracuda,eletrônicos,2021-12-28,6219.32
43,Sonda AIS Barracuda,eletrônicos,2025-07-10,6577.74
44,GPS Simrad Zen Hydra Peak,eletrônicos,2017-03-24,3455.31
44,GPS Simrad Zen Hydra Peak,eletrônicos,2017-06-21,3251.06
44,GPS Simrad Zen Hydra Peak,eletrônicos,2017-08-29,3410.28
44,GPS Simrad Zen Hydra Peak,eletrônicos,2017-09-18,3460.07
44,GPS Simrad Zen Hydra Peak,eletrônicos,2017-10-25,3337.4
44,GPS Simrad Zen Hydra Peak,eletrônicos,2019-09-26,2606.38
44,GPS Simrad Zen Hydra Peak,eletrônicos,2022-01-17,1963.02
44,GPS Simrad Zen Hydra Peak,eletrônicos,2024-05-02,2159.34
44,GPS Simrad Zen Hydra Peak,eletrônicos,2025-02-19,1893.25
44,GPS Simrad Zen Hydra Peak,eletrônicos,2025-08-25,1995.06
45,GPS Furuno Current,eletrônicos,2016-05-17,2827.13
